education_level,specialization,skills,certifications,cgpa/percentage,recommended_career,cgpa/percentage_is_outlier,job_title_original,job_title_clean,career_family,education_category,education_encoded,skills_combined,skill_list,skill_count,skill_tokens,skill_tfidf_accounting,skill_tfidf_communication,skill_tfidf_counseling,skill_tfidf_data_analysis,skill_tfidf_financial_analysis,skill_tfidf_machine_learning,skill_tfidf_marketing,skill_tfidf_ms_office,skill_tfidf_python,skill_tfidf_sql
matric,Engineering,Communication,Digital Marketing,84,Clerk,0,Clerk,Other,Business And Finance,High School,1,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Commerce,"Data Analysis, Financial Analysis, Counseling",Digital Marketing,60,Professor,0,Professor,Professor,Education,Doctorate,4,"data analysis, financial analysis, counseling","['data analysis', 'financial analysis', 'counseling']",3,data_analysis financial_analysis counseling,0.0,0.0,0.579715101260148,0.5750611941113151,0.5772651248760875,0.0,0.0,0.0,0.0,0.0
matric,Commerce,Data Analysis,AWS Certified,73,Professor,0,Professor,Professor,Education,Bachelors,2,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Psychology,"Machine Learning, Python",CFA Level 1,76,Clerk,0,Clerk,Other,Business And Finance,Bachelors,2,"machine learning, python","['machine learning', 'python']",2,machine_learning python,0.0,0.0,0.0,0.0,0.0,0.7180546688890427,0.0,0.0,0.6959867042455964,0.0
phd,Science,"Data Analysis, Financial Analysis, Marketing",Tally ERP,77,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,"data analysis, financial analysis, marketing","['data analysis', 'financial analysis', 'marketing']",3,data_analysis financial_analysis marketing,0.0,0.0,0.0,0.5755078210842719,0.5777134635537049,0.0,0.5788245864677966,0.0,0.0,0.0
intermediate,Finance,"SQL, Data Analysis, Communication",CFA Level 1,60,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,"sql, data analysis, communication","['sql', 'data analysis', 'communication']",3,sql data_analysis communication,0.0,0.5817346942138772,0.0,0.5734905791428276,0.0,0.0,0.0,0.0,0.0,0.5767957187621203
phd,Commerce,"Python, Communication",Tally ERP,89,Professor,0,Professor,Professor,Education,Doctorate,4,"python, communication","['python', 'communication']",2,python communication,0.0,0.7153163524053454,0.0,0.0,0.0,0.0,0.0,0.0,0.6988007698775893,0.0
phd,Commerce,"Python, Data Analysis, Communication",Creative Writing,74,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,"python, data analysis, communication","['python', 'data analysis', 'communication']",3,python data_analysis communication,0.0,0.5845840752668058,0.0,0.5762995798892088,0.0,0.0,0.0,0.0,0.5710869050888622,0.0
masters,Psychology,"Counseling, SQL, Machine Learning",Mental Health Basics,80,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Masters,3,"counseling, sql, machine learning","['counseling', 'sql', 'machine learning']",3,counseling sql machine_learning,0.0,0.0,0.5750622255686548,0.0,0.0,0.5832097222823783,0.0,0.0,0.0,0.5737332625526753
phd,Business,"SQL, Financial Analysis, Machine Learning",CFA Level 1,83,Clerk,0,Clerk,Other,Business And Finance,Doctorate,4,"sql, financial analysis, machine learning","['sql', 'financial analysis', 'machine learning']",3,sql financial_analysis machine_learning,0.0,0.0,0.0,0.0,0.5734321959170613,0.5840247881950583,0.0,0.0,0.0,0.5745350846201253
intermediate,Finance,"Accounting, Counseling, Machine Learning",Unknown,68,Clerk,0,Clerk,Other,Business And Finance,High School,1,"accounting, counseling, machine learning","['accounting', 'counseling', 'machine learning']",3,accounting counseling machine_learning,0.5706426786553253,0.0,0.576576171037631,0.0,0.0,0.584745117370517,0.0,0.0,0.0,0.0
bachelors,Arts,"SQL, Machine Learning",Tally ERP,94,School Counselor,0,School Counselor,Other,Other,Bachelors,2,"sql, machine learning","['sql', 'machine learning']",2,sql machine_learning,0.0,0.0,0.0,0.0,0.0,0.7128747424394368,0.0,0.0,0.0,0.7012913813757493
matric,Computer Science,"Accounting, Marketing",Mental Health Basics,64,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,High School,1,"accounting, marketing","['accounting', 'marketing']",2,accounting marketing,0.7042618871666777,0.0,0.0,0.0,0.0,0.0,0.7099402751530792,0.0,0.0,0.0
masters,Finance,"SQL, Marketing, Data Analysis",CFA Level 1,69,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Masters,3,"sql, marketing, data analysis","['sql', 'marketing', 'data analysis']",3,sql marketing data_analysis,0.0,0.0,0.0,0.5751383972252462,0.0,0.0,0.5784530335460153,0.0,0.0,0.5784530335460153
masters,Arts,Python,AWS Certified,91,Software Engineer,0,Software Engineer,Software Engineer,Technology,Masters,3,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
matric,Engineering,Data Analysis,AWS Certified,82,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Business,"Accounting, Marketing, Data Analysis",AWS Certified,83,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,"accounting, marketing, data analysis","['accounting', 'marketing', 'data analysis']",3,accounting marketing data_analysis,0.5753620828922413,0.0,0.0,0.5766776582092905,0.0,0.0,0.5800011655955101,0.0,0.0,0.0
phd,Engineering,"SQL, Machine Learning, Python",CFA Level 1,94,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,"sql, machine learning, python","['sql', 'machine learning', 'python']",3,sql machine_learning python,0.0,0.0,0.0,0.0,0.0,0.586488075938272,0.0,0.0,0.5684635456561514,0.5769583468867233
masters,Science,"Marketing, MS Office",AWS Certified,61,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Masters,3,"marketing, ms office","['marketing', 'ms office']",2,marketing ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.7088665078225809,0.7053426643039672,0.0,0.0
phd,Finance,"Data Analysis, Counseling",Google Data Analytics,70,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,"data analysis, counseling","['data analysis', 'counseling']",2,data_analysis counseling,0.0,0.0,0.7099507531893503,0.7042513244899681,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Computer Science,"Counseling, Accounting",Mental Health Basics,63,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,"counseling, accounting","['counseling', 'accounting']",2,counseling accounting,0.7034401692217568,0.0,0.710754478230891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matric,Engineering,"Counseling, MS Office",Mental Health Basics,72,Sales Assistant,0,Sales Assistant,Other,Business And Finance,High School,1,"counseling, ms office","['counseling', 'ms office']",2,counseling ms_office,0.0,0.0,0.7096819808747515,0.0,0.0,0.0,0.0,0.7045221685807259,0.0,0.0
phd,Business,"Counseling, Data Analysis, Communication",Tally ERP,77,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Doctorate,4,"counseling, data analysis, communication","['counseling', 'data analysis', 'communication']",3,counseling data_analysis communication,0.0,0.5812863905004313,0.5776862482901947,0.5730486286131219,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Finance,Accounting,Google Data Analytics,78,Professor,0,Professor,Professor,Education,Bachelors,2,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Commerce,Communication,Unknown,81,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Computer Science,"Python, SQL, Communication",Mental Health Basics,93,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,"python, sql, communication","['python', 'sql', 'communication']",3,python sql communication,0.0,0.5834651309837875,0.0,0.0,0.0,0.0,0.0,0.0,0.5699937955523696,0.5785114639813763
bachelors,Engineering,"Communication, Accounting, SQL",AWS Certified,79,Professor,0,Professor,Professor,Education,Bachelors,2,"communication, accounting, sql","['communication', 'accounting', 'sql']",3,communication accounting sql,0.5726115760663791,0.5821711628346911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5772284817284062
masters,Engineering,Marketing,Creative Writing,95,Software Engineer,0,Software Engineer,Software Engineer,Technology,Masters,3,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
matric,Business,Accounting,Creative Writing,83,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,High School,1,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Science,MS Office,Tally ERP,86,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Bachelors,2,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
phd,Science,MS Office,Mental Health Basics,69,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Doctorate,4,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
matric,Arts,"SQL, Counseling, Marketing",Tally ERP,94,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,High School,1,"sql, counseling, marketing","['sql', 'counseling', 'marketing']",3,sql counseling marketing,0.0,0.0,0.578240797970594,0.0,0.0,0.0,0.5769044893057821,0.0,0.0,0.5769044893057821
intermediate,Finance,MS Office,Unknown,77,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,High School,1,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
matric,Psychology,"Communication, Financial Analysis, Counseling",CFA Level 1,61,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,"communication, financial analysis, counseling","['communication', 'financial analysis', 'counseling']",3,communication financial_analysis counseling,0.0,0.5805548002131109,0.5769591890380352,0.0,0.5745208596161566,0.0,0.0,0.0,0.0,0.0
phd,Psychology,"Data Analysis, Financial Analysis, Communication",Creative Writing,88,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,"data analysis, financial analysis, communication","['data analysis', 'financial analysis', 'communication']",3,data_analysis financial_analysis communication,0.0,0.5821062148991494,0.0,0.5738568347832069,0.5760561498225537,0.0,0.0,0.0,0.0,0.0
matric,Engineering,"Python, Financial Analysis, SQL",CFA Level 1,64,Clerk,0,Clerk,Other,Business And Finance,Bachelors,2,"python, financial analysis, sql","['python', 'financial analysis', 'sql']",3,python financial_analysis sql,0.0,0.0,0.0,0.0,0.5794441038518663,0.0,0.0,0.0,0.5720107467074481,0.5805585553262437
phd,Arts,Python,Unknown,69,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
matric,Commerce,Python,Mental Health Basics,61,School Counselor,0,School Counselor,Other,Other,High School,1,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
phd,Computer Science,"MS Office, Python",Google Data Analytics,87,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,"ms office, python","['ms office', 'python']",2,ms_office python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105804232572781,0.7036159904973078,0.0
phd,Psychology,"Financial Analysis, Python, Counseling",Mental Health Basics,78,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Doctorate,4,"financial analysis, python, counseling","['financial analysis', 'python', 'counseling']",3,financial_analysis python counseling,0.0,0.0,0.5814490312960644,0.0,0.5789917270234766,0.0,0.0,0.0,0.5715641731627693,0.0
masters,Science,"Communication, SQL, Financial Analysis",CFA Level 1,66,School Counselor,0,School Counselor,Other,Other,Masters,3,"communication, sql, financial analysis","['communication', 'sql', 'financial analysis']",3,communication sql financial_analysis,0.0,0.5810014120896102,0.0,0.0,0.5749628296749815,0.0,0.0,0.0,0.0,0.5760686622634641
phd,Business,"SQL, Machine Learning",Unknown,72,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Doctorate,4,"sql, machine learning","['sql', 'machine learning']",2,sql machine_learning,0.0,0.0,0.0,0.0,0.0,0.7128747424394368,0.0,0.0,0.0,0.7012913813757493
intermediate,Science,"Counseling, Accounting",Google Data Analytics,90,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"counseling, accounting","['counseling', 'accounting']",2,counseling accounting,0.7034401692217568,0.0,0.710754478230891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Business,"Communication, Python, Financial Analysis",Digital Marketing,77,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"communication, python, financial analysis","['communication', 'python', 'financial analysis']",3,communication python financial_analysis,0.0,0.5838399790738584,0.0,0.0,0.577771894285712,0.0,0.0,0.0,0.5703599889618282,0.0
bachelors,Engineering,Counseling,Unknown,61,Professor,0,Professor,Professor,Education,Bachelors,2,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masters,Business,"Data Analysis, Accounting, SQL",AWS Certified,91,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,"data analysis, accounting, sql","['data analysis', 'accounting', 'sql']",3,data_analysis accounting sql,0.5753620828922413,0.0,0.0,0.5766776582092905,0.0,0.0,0.0,0.0,0.0,0.5800011655955101
bachelors,Commerce,"MS Office, Counseling, Financial Analysis",Creative Writing,66,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,"ms office, counseling, financial analysis","['ms office', 'counseling', 'financial analysis']",3,ms_office counseling financial_analysis,0.0,0.0,0.5795687400870497,0.0,0.5771193822506462,0.0,0.0,0.575354928843529,0.0,0.0
masters,Commerce,"Counseling, SQL",Creative Writing,82,Clerk,0,Clerk,Other,Business And Finance,Masters,3,"counseling, sql","['counseling', 'sql']",2,counseling sql,0.0,0.0,0.7079243110200052,0.0,0.0,0.0,0.0,0.0,0.0,0.7062883050616448
matric,Business,Python,Tally ERP,61,School Counselor,0,School Counselor,Other,Other,High School,1,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bachelors,Science,"SQL, Machine Learning",Mental Health Basics,94,School Counselor,0,School Counselor,Other,Other,Bachelors,2,"sql, machine learning","['sql', 'machine learning']",2,sql machine_learning,0.0,0.0,0.0,0.0,0.0,0.7128747424394368,0.0,0.0,0.0,0.7012913813757493
intermediate,Computer Science,"Financial Analysis, Counseling, MS Office",Google Data Analytics,73,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,"financial analysis, counseling, ms office","['financial analysis', 'counseling', 'ms office']",3,financial_analysis counseling ms_office,0.0,0.0,0.5795687400870497,0.0,0.5771193822506462,0.0,0.0,0.575354928843529,0.0,0.0
matric,Computer Science,"SQL, Marketing",Google Data Analytics,93,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,"sql, marketing","['sql', 'marketing']",2,sql marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.7071067811865476
masters,Engineering,"Accounting, SQL",Tally ERP,66,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,"accounting, sql","['accounting', 'sql']",2,accounting sql,0.7042618871666777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099402751530792
matric,Science,"Accounting, Data Analysis",Tally ERP,65,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,High School,1,"accounting, data analysis","['accounting', 'data analysis']",2,accounting data_analysis,0.7062988379014659,0.0,0.0,0.7079138023651176,0.0,0.0,0.0,0.0,0.0,0.0
intermediate,Engineering,Counseling,Creative Writing,70,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,High School,1,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matric,Business,"Machine Learning, Accounting",Tally ERP,82,Professor,0,Professor,Professor,Education,High School,1,"machine learning, accounting","['machine learning', 'accounting']",2,machine_learning accounting,0.6984239490959494,0.0,0.0,0.0,0.0,0.7156842790848619,0.0,0.0,0.0,0.0
matric,Business,"Communication, Accounting",CFA Level 1,82,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,"communication, accounting","['communication', 'accounting']",2,communication accounting,0.7012291434226504,0.7129359637546251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matric,Finance,"Financial Analysis, SQL",Tally ERP,77,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"financial analysis, sql","['financial analysis', 'sql']",2,financial_analysis sql,0.0,0.0,0.0,0.0,0.7064271151785592,0.0,0.0,0.0,0.0,0.707785794531438
phd,Computer Science,MS Office,Creative Writing,69,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
phd,Computer Science,Financial Analysis,Mental Health Basics,66,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Doctorate,4,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
matric,Commerce,Counseling,Mental Health Basics,79,Sales Assistant,0,Sales Assistant,Other,Business And Finance,High School,1,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Psychology,"Accounting, Machine Learning",Mental Health Basics,87,School Counselor,0,School Counselor,Other,Other,Doctorate,4,"accounting, machine learning","['accounting', 'machine learning']",2,accounting machine_learning,0.6984239490959494,0.0,0.0,0.0,0.0,0.7156842790848619,0.0,0.0,0.0,0.0
bachelors,Business,Accounting,AWS Certified,89,School Counselor,0,School Counselor,Other,Other,Bachelors,2,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Engineering,Accounting,Mental Health Basics,80,Clerk,0,Clerk,Other,Business And Finance,Doctorate,4,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Arts,"MS Office, Data Analysis",Google Data Analytics,60,School Counselor,0,School Counselor,Other,Other,Bachelors,2,"ms office, data analysis","['ms office', 'data analysis']",2,ms_office data_analysis,0.0,0.0,0.0,0.7068369115867512,0.0,0.0,0.0,0.707376547829021,0.0,0.0
bachelors,Finance,SQL,Mental Health Basics,82,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Bachelors,2,sql,['sql'],1,sql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
masters,Engineering,"Communication, Machine Learning, Python",Tally ERP,90,School Counselor,0,School Counselor,Other,Other,Masters,3,"communication, machine learning, python","['communication', 'machine learning', 'python']",3,communication machine_learning python,0.0,0.5802400958762989,0.0,0.0,0.0,0.5848163756101754,0.0,0.0,0.5668432216721317,0.0
bachelors,Business,Financial Analysis,Tally ERP,64,Professor,0,Professor,Professor,Education,Bachelors,2,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
masters,Business,"Accounting, Financial Analysis",Google Data Analytics,70,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,"accounting, financial analysis","['accounting', 'financial analysis']",2,accounting financial_analysis,0.7049436073365806,0.0,0.0,0.0,0.7092633576290889,0.0,0.0,0.0,0.0,0.0
phd,Science,"Machine Learning, Data Analysis, Communication",Digital Marketing,95,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,"machine learning, data analysis, communication","['machine learning', 'data analysis', 'communication']",3,machine_learning data_analysis communication,0.0,0.5785381117641714,0.0,0.5703392974011791,0.0,0.5831009681661288,0.0,0.0,0.0,0.0
bachelors,Finance,"Counseling, Communication, Financial Analysis",Tally ERP,84,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Bachelors,2,"counseling, communication, financial analysis","['counseling', 'communication', 'financial analysis']",3,counseling communication financial_analysis,0.0,0.5805548002131109,0.5769591890380352,0.0,0.5745208596161566,0.0,0.0,0.0,0.0,0.0
masters,Finance,"Counseling, Data Analysis, Marketing",Tally ERP,62,School Counselor,0,School Counselor,Other,Other,Masters,3,"counseling, data analysis, marketing","['counseling', 'data analysis', 'marketing']",3,counseling data_analysis marketing,0.0,0.0,0.5793435535093864,0.5746926291166169,0.0,0.0,0.5780046963876222,0.0,0.0,0.0
intermediate,Science,Counseling,CFA Level 1,92,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Commerce,"Marketing, Communication, SQL",Mental Health Basics,71,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"marketing, communication, sql","['marketing', 'communication', 'sql']",3,marketing communication sql,0.0,0.580632001423326,0.0,0.0,0.0,0.0,0.5757023879241525,0.0,0.0,0.5757023879241525
matric,Engineering,"Python, Communication",Unknown,71,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,High School,1,"python, communication","['python', 'communication']",2,python communication,0.0,0.7153163524053454,0.0,0.0,0.0,0.0,0.0,0.0,0.6988007698775893,0.0
intermediate,Commerce,Financial Analysis,Google Data Analytics,91,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
intermediate,Finance,Counseling,Digital Marketing,73,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,High School,1,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Engineering,"Data Analysis, SQL",AWS Certified,82,Professor,0,Professor,Professor,Education,Doctorate,4,"data analysis, sql","['data analysis', 'sql']",2,data_analysis sql,0.0,0.0,0.0,0.7050721272299464,0.0,0.0,0.0,0.0,0.0,0.7091355973320181
intermediate,Psychology,"Marketing, Data Analysis",Digital Marketing,84,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"marketing, data analysis","['marketing', 'data analysis']",2,marketing data_analysis,0.0,0.0,0.0,0.7050721272299464,0.0,0.0,0.7091355973320181,0.0,0.0,0.0
phd,Engineering,"Machine Learning, Python",Tally ERP,67,Clerk,0,Clerk,Other,Business And Finance,Doctorate,4,"machine learning, python","['machine learning', 'python']",2,machine_learning python,0.0,0.0,0.0,0.0,0.0,0.7180546688890427,0.0,0.0,0.6959867042455964,0.0
phd,Computer Science,"Counseling, Machine Learning",Creative Writing,77,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,"counseling, machine learning","['counseling', 'machine learning']",2,counseling machine_learning,0.0,0.0,0.702115492740003,0.0,0.0,0.7120630834795908,0.0,0.0,0.0,0.0
matric,Science,"Machine Learning, Marketing",Tally ERP,79,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,High School,1,"machine learning, marketing","['machine learning', 'marketing']",2,machine_learning marketing,0.0,0.0,0.0,0.0,0.0,0.7128747424394368,0.7012913813757493,0.0,0.0,0.0
bachelors,Arts,"Communication, Marketing",AWS Certified,74,Professor,0,Professor,Professor,Education,Bachelors,2,"communication, marketing","['communication', 'marketing']",2,communication marketing,0.0,0.7101148223264059,0.0,0.0,0.0,0.0,0.7040858890166292,0.0,0.0,0.0
masters,Finance,"Communication, Counseling, Financial Analysis",Digital Marketing,61,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Masters,3,"communication, counseling, financial analysis","['communication', 'counseling', 'financial analysis']",3,communication counseling financial_analysis,0.0,0.5805548002131109,0.5769591890380352,0.0,0.5745208596161566,0.0,0.0,0.0,0.0,0.0
bachelors,Commerce,"Communication, Data Analysis",AWS Certified,91,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,"communication, data analysis","['communication', 'data analysis']",2,communication data_analysis,0.0,0.7121348233687004,0.0,0.7020427290027509,0.0,0.0,0.0,0.0,0.0,0.0
matric,Finance,"Accounting, Financial Analysis",Digital Marketing,81,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"accounting, financial analysis","['accounting', 'financial analysis']",2,accounting financial_analysis,0.7049436073365806,0.0,0.0,0.0,0.7092633576290889,0.0,0.0,0.0,0.0,0.0
intermediate,Business,"MS Office, SQL, Counseling",Google Data Analytics,77,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,"ms office, sql, counseling","['ms office', 'sql', 'counseling']",3,ms_office sql counseling,0.0,0.0,0.5791974735000259,0.0,0.0,0.0,0.0,0.5749863615865597,0.0,0.5778589539676933
bachelors,Commerce,"Python, MS Office, Counseling",Digital Marketing,66,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Bachelors,2,"python, ms office, counseling","['python', 'ms office', 'counseling']",3,python ms_office counseling,0.0,0.0,0.5820449730029059,0.0,0.0,0.0,0.0,0.5778131580656373,0.572149983630395,0.0
matric,Science,Financial Analysis,CFA Level 1,68,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
matric,Finance,"Data Analysis, SQL",Google Data Analytics,61,Clerk,0,Clerk,Other,Business And Finance,Bachelors,2,"data analysis, sql","['data analysis', 'sql']",2,data_analysis sql,0.0,0.0,0.0,0.7050721272299464,0.0,0.0,0.0,0.0,0.0,0.7091355973320181
masters,Finance,"SQL, MS Office",Mental Health Basics,95,Software Engineer,0,Software Engineer,Software Engineer,Technology,Masters,3,"sql, ms office","['sql', 'ms office']",2,sql ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053426643039672,0.0,0.7088665078225809
masters,Business,"Communication, Accounting",Digital Marketing,73,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Masters,3,"communication, accounting","['communication', 'accounting']",2,communication accounting,0.7012291434226504,0.7129359637546251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Science,"Machine Learning, MS Office",Digital Marketing,84,Software Engineer,0,Software Engineer,Software Engineer,Technology,Doctorate,4,"machine learning, ms office","['machine learning', 'ms office']",2,machine_learning ms_office,0.0,0.0,0.0,0.0,0.0,0.7146196557462866,0.0,0.6995132219058185,0.0,0.0
intermediate,Psychology,"SQL, Communication, Counseling",Digital Marketing,61,Clerk,0,Clerk,Other,Business And Finance,High School,1,"sql, communication, counseling","['sql', 'communication', 'counseling']",3,sql communication counseling,0.0,0.5801862402425562,0.5765929117087545,0.0,0.0,0.0,0.0,0.0,0.0,0.5752604112925097
phd,Engineering,"Machine Learning, MS Office, Data Analysis",Unknown,77,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Doctorate,4,"machine learning, ms office, data analysis","['machine learning', 'ms office', 'data analysis']",3,machine_learning ms_office data_analysis,0.0,0.0,0.0,0.5729008957872248,0.0,0.5857198837936546,0.0,0.5733382782746527,0.0,0.0
masters,Computer Science,SQL,CFA Level 1,91,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Masters,3,sql,['sql'],1,sql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
